texts,tags
เปลี่ยนที่บ้างเหอะ🤣🤣,neg
เปิดกะลาออกมาสักทีเหอะ,neg
ไปสัส 29 เจมสันคนละขวด,neg
ผ้าอนามัยที่นี่โคตรแพง,neg
เผ็ดไป ขอแบบเดิมได้ไหม,neg
พยาธิชัดๆพิดพลาดได้555,neg
แพ้ผ้าอนามัยมีผื่นขึ้น,neg
ภาพมันติดตาไปแย้วว แงๆ,neg
มาพนักงานแจ้งว่า ไม่มี,neg
แม่งเอ้ยหลอกให้ดีจัยส์,neg
ไม่เข้าใจ หม่า มาได้ไง,neg
ไม่เจียมไงเสือกแดกลีโอ,neg
ไม่ชอบเอมเคเท่าไหร่ 😕,neg
ไม่ไปตรงkulovเนี่ยแหละ,neg
ไม่มีสาขาที่ใกล้เลยจ้า,neg
ไม่ไหวแล้วนอนไม่หลับบบ,neg
ไม่อร่อยกินอย่างอื่นสิ,neg
ไม่เอากลัวข่าวบาบีก้อน,neg
ไม่เอาละเปลียนร้านมั้ง,neg
ยกเว้นสาขาซีคอน&สยาม..,neg
ยากกิน ทำไมสงขลา ไม่มี,neg
เรียกเฉื่อยเก็บแม่งเลย,neg
วิ่งทำไมเสียเวลา555555,neg
สปายกินไม่ได้เรยแพ้แรง,neg
เสียดาย Esteeeeeee T T,neg
แสงโสม295แพงโคตรเงิบบบ,neg
แสงโสมเพียวๆนี่แรงสัสๆ,neg
หนักกว่าพยาธิอีกป่าววะ,neg
หมดกันพีบีก้อนของหนุสา,neg
หมดไวนะแล้วบอก11โมงจ้ะ,neg
ห้ามเอามาไว้บนรถกุอีกก,neg
โห่ เซนพระราม2 ไม่มี😂,neg
โหสบายใจและ แค่หนองเอง,neg
เอออเอามาสด้าไปขายแม่ง,neg
เอ้า แสนสิริ ทำไมทำงี้,neg
เอาบาบีก้อนภูเก็ตคืนมา,neg
เอาเสียยากเลยหราออเจ้า,neg
โอ้ย ลงรถไฟฟ้าผิดสถานี,neg
ไอ่สัด เกียดเบียร์ช้าง,neg
ฮาดะลาโบะทองคือคันยิบๆ,neg
7-11ปากซอยยังบ่มีขายว่ะ,neg
Hondaห่วยมากๆๆทุกที่คับ,neg
kulovนี่หวานไปจริงดิ 😯,neg
Nissan คงใกล้จบแล้วแน่ๆ,neg
ก็แค่ง่ายรัฐไม้ได้ตังส์,neg
ก็บอกว่าเมาฟูลมูน เอ๊ะ!,neg
กลิ่นบุหรี่ไฟฟ้าอีกละ🙄,neg
กานิเย่ทำหน้าวอกมากๆๆๆๆ,neg
กินแลบปรกติสุขกันดีกว่า,neg
กินหม้อเอ็มเคติดจมูกสัด,neg
กูเกลียด Blend 285 สัส.,neg
เก่งจริงๆจับบุหรี่ไฟฟ้า,neg
เกินไปคับแค่บุหรี่ไฟฟ้า,neg
ขอเหล้าขวดนึงไม่เอา 285,neg
ขับง่ายกว่าวีออสเยอะเลย,neg
เขาเอาไว้จับบุหรี่ไฟฟ้า,neg
คน อารมเซ็ง วันไหนดีคาฟ,neg
ควยที่3เป็นHeinekenครับ,neg
ความแพ้ผ้าอนามัยหนักมาก,neg
ความลดน้ำหนักของมึงเนอะ,neg
ค่าชุดแพงกว่าที่ลดให้นะ,neg
ใครดูดบุหรี่ไฟฟ้าวะแม่ง,neg
จนแต่ขับมาสด้า3ป้ายแดง?,neg
จริง ไม่อร่อยเหมือนเดิม,neg
จริง หากินแบบนี้🤦🏻‍♀️,neg
ชัวรึมั่วนิ่ม??? 555555,neg
ช้างกินดีกว่าอีก จืดมาก,neg
โชว์ดีซีมีไรดี ไม่เคยไป,neg
ใช้งานได้บ้างไม่ได้บ้าง,neg
แดกทีไรขี้ทุกทีนะสปายนะ,neg
เตรียงดูมีขนาดเล็กไปนิด,neg
แต่มันคือ Abscess จ้าาา,neg
ทำเลดีนอกนั้นไม่ผ่านค่ะ,neg
ที่กำแพงเพชรมีโปรไหมคัฟ,neg
ที่บาบีก้อนไม่มีบุฟเฟต์,neg
โนแฮฟพยาธิบัทแฮฟฝี55555,neg
บอกแล้วอย่าดื่มลีโอเยอะ,neg
บาบีก้อนทำม้องเสียป้ะนิ,neg
เบียร์ช้างอ่ะ ไม่เอา555,neg
ผ่านโชว์ดีซีด้วย ไกลว่ะ,neg
ผ้าอนามัยแพงกว่าข้าวอีก,neg
เพราะเหล้าเรดปลอม เน๊อะ,neg
แพ้สเมอร์นอฟฟร่ะ 555555,neg
ฟินจนไม่อยากจะแดกอีกเลย,neg
มาม่าดีกว่าไหมครับ 😂😂,neg
ไม่กล้ากินบาบีก้อนเลยยย,neg
ไม่ชอบคอนซิลเมเบลลีนเลย,neg
ไม่ต้องเสียเวลาต้ม อิอิ,neg
ไม่ถูกกับเบียร์ช้างครับ,neg
ไม่มีขนมจีบแล้วเหรอครับ,neg
ไม่เห้นมีสาขาแถวบ้านเลย,neg
ไม่เอาาาาช้าง จะกินhite,neg
ยึดรถเหมือน ยาเสพติดเลย,neg
ยูเบียร์สดแย่กว่าที่คิด,neg
เราฮาหั่นชิ้นเล็กเกินไป,neg
เรื่องจริงอันปวดจี๊ดดดด,neg
ลีโอไม่กิน กินแต่ เหล้า,neg
เลิกแดกไฮเนเก้นไปอีกนาน,neg
วันนั้นยังไม่ย่อยเลยคับ,neg
ศูนย์เคลมมีแค่ในกรุงเทพ,neg
เศร้าสัสแดกสปายอยู่บ้าน,neg
สเมอนอฟทำพิษ กูจะอ้วกกก,neg
สระบุรีไม่มีแล้ว 😂😂😂,neg
ส่วนพรี่เบื่อเอ็มเคแร้ว,neg
เสียใจจจจจจจจจจจจจจจจจจ,neg
เสียดายคงไปไม่ทันแน่เลย,neg
เสียดายลิปมาก YSL เลยนะ,neg
เสียอย่างเดียวไม่มีกุ้ง,neg
หงุดหวิดกับกาวผ้าอนามัย,neg
หยุดกินสักพักนะ กลัวอ่า,neg
หาเบียร์หมีได้เบียร์ลาว,neg
เหี้ยคับ แค่บุหรี่ไฟฟ้า,neg
อดกิน..สระบุรีไม่มีแล้ว,neg
อย่าตกม้าตายดังรีโว่น่ะ,neg
อ้วนๆๆๆ แบบนี้กินไม่ได้,neg
อันนี้เมาหงส์ทองละ 5555,neg
อินนิสฟรีกูไม่ซื้อเเล้ว,neg
อินนิสฟรีแต่แพงจังเลยนะ,neg
อีดอกเบิ่งแต่แนวกินเนาะ,neg
อีแอร์เอเชียอีคนหลอกลวง,neg
เอ็มเคแก้เซ็งอยู่เนี่ยย,neg
เอาใว้ไม่ได้แล้วคนไม่ดี,neg
แอร์เอเชียรึเปล่าคะ 555,neg
ไอ้ห่าไม่มีชุดไทยยยยยยย,neg
ฮรือแพ้นีเวียผื่นขึ้น😭,neg
Hotpot มันไม่ค่อยอร่อยนะ,neg
กฏหมายทำลายการท่องเที่ยว,neg
ก้เปลี่ยนมั่งเบื่อหมูท้ะ,neg
กลับมากินมหาชัยไม่ได้หรอ,neg
กวนส้นตีนนน นะอิกุ้ง 555,neg
ก็เหี้ยล่ะ อันนั้นเงินกู,neg
ก้อนบอก ภาพเพื่อการโฆษณา,neg
การเมืองแม่ง สกปรกชิบหาย,neg
กินช้างทีไรท้องเสียทุกที,neg
กินนี้หมด กินลีโอจืดเลยย,neg
กินบาบีก้อนจนเบื่อแล้ว😑,neg
กินไม่ได้​ แพ้​ คัน​ 555,neg
กินสปายทีไร ปวดท้องทุกที,neg
กินหลายทีก็ไม่หร่อยละอ่ะ,neg
กินเอ็มเคทีไรขี้แตกทุกที,neg
กุ้งๆๆ เมื่อไหร่จะมีกุ้ง,neg
กุว่าแดกไดโดม่อนดีกว่ามะ,neg
กูจะไม่ใช้โซฟีละ หมันไส้,neg
กูแดกและเวสไม่เห้นลดเลยย,neg
เกบตังไปกินบ้านกอยดีกว่า,neg
เกลียดไฟฟอร์จูนเนอร์ว้อย,neg
เกือบห้าพัน บอกไม่กี่บาท,neg
ของเรามีไม่กี่น้ำจิ้มเอง,neg
ข้าลดความอ้วนอยู่เจ้าค่ะ,neg
ข่าวบาบีก้อนทำกูขมคอละนะ,neg
ค่าชุดอาจจะแพงกว่าส่วนลด,neg
ค่าเช่าชุดก็เกินแล้วค่าา,neg
ค่าไปเช่าชุดเนี้ยยยอิสัส,neg
คือที่ฮ่อ่งถูกกว่าไทยง่า,neg
เคยสนใจมาสด้าตอนนี้ไม่ละ,neg
เค้าเเพ้สเมอร์นอฟ​อ่ะตัว,neg
โครตสวย สวยกว่าhonda อีก,neg
จริงงง ลดแค่น้ำ อีส๊ากดด,neg
จะไม่กินบาบิก้อน กลัวอ่ะ,neg
จับบุหรี่ไฟฟ้า ยึดรถ????,neg
จับบุหรี่ไฟฟ้ายัดตูดแม้ง,neg
จำจนตาย ผ้าอนามัยหอยเย็น,neg
จำแสงโสมอ้วกได้มั้ยอิควย,neg
ดีนะกูไม่ชอบบาบีก้อน รอด,neg
แดกบุฟเฟ่ต์เหอะ อิ่มกว่า,neg
ต้องบุหรี่ไฟฟ้า โทษทันที,neg
ตำรวจบ้างทีก็ชอบดองสำนวน,neg
ตูดแอคคอดใหม่ผมรับบ่อได้,neg
แต่งชุดไทยนะ ไม่ไหวๆ 555,neg
แต่จะเผ็ดจนกินไม่ได้ป่าง,neg
ถ้าเดอะมอล์ปิดถาวรเลยมอส,neg
ทางเลือกใหม่ แทนบาบีก้อน,neg
ทำไมต้องมีโปรเดือนนี้ 🤣,neg
ทำไมแม็คโดนัลด์มันแพงจัง,neg
ทำไมเราไปกินไม่เห็นลดเบย,neg
ที่ เซนหาดไหญ่ หาม่ายอ่อ,neg
ที่ค้านเพราะเสียผลประโยช,neg
ที่ชาร์จเสียใช้งานไม่ได้,neg
โทษเบากว่าบุหรี่ไฟฟ้าอีก,neg
นิสสันตูดเป็ด แก้ด้วยคับ,neg
บวกสมูทอีอีกเสียงค่ะ *-*,neg
บอกให้รู้ไว้ว่าไม่มีเงิน,neg
บัยอแดกราคาเต็มก้ได้จย้า,neg
บาคาดี้รัมอะไร เผชชิบหาย,neg
บาร์บีก้อน ฮรุก พยาธิ;-;,neg
บุรี่ไฟฟ้า ปรับแค่ 20000,neg
บุหรี่ไฟฟ้าโทษยังหนักกวา,neg
บุหรี่ไฟฟ้าน่าเกลียดกว่า,neg
เบลนเหม็นๆๆๆ อยากกินลีโอ,neg
เบียร์หมีไม่เห็นหร่อยเบย,neg
เบื่อการรอคิวเอ็มเคสุดละ,neg
เบื่อยัง..อยากกิน ไม่แพง,neg
เบือสิงห์และจะกินลีโอแทน,neg
เบื่อไอ้พวกขายสายกัญ มาก,neg
ปวดหัว กับประเทศ ล้าสมัย,neg
ปิดบชสมาชิก ไม่ไปกินตลอด,neg
ปิดเหี้ยไรอีสัสจะแดกสปาย,neg
ไปถามพนักงาน บอกราคาปกติ,neg
พนักงานไม่เหนแนะนำเลยค่ะ,neg
เพชรบูรณ์ไม่มีอ่ะอด ตลอด,neg
เพราะฤทธิ์ smirnoff แน่ๆ,neg
แพงไป ซื้อ 3ce ได้เลยอ่ะ,neg
แฟนเราไม่ชอบรับทานอ่ะค่ะ,neg
มันมีแค่จันถึงสุข งั้นอด,neg
มันไม่ถูกกดหมายบ้านเราจบ,neg
มันไม่มีเซ็นทรัลเวสเกตนิ,neg
มั่ยแดกแร้วลีโอ เลาจบกัง,neg
ม่ายยล่ายเลยคับ ควรไปนอน,neg
มีสาขาอิมสำโรงห่วยแตกสุด,neg
ไม่กล้ากินบาบีก้อนแร้ววว,neg
ไม่กินช้าง ช้างไม่อร่ย..,neg
ไม่เคยมีปลาหมึกยัดไส้เลย,neg
ไม่น่ามีบุหรี่ไฟฟ้าขายนะ,neg
ไม่มีที่เซนทรัลระยองอ่าา,neg
ไม่เหมาะกับเมเบลลีนเลยอะ,neg
ไม่ไหวแล้ววววว ฮอทพอทททท,neg
ไม่ไหวแล้วอยากฆ่าพี่ก้อน,neg
ไม่อยากแดกเอ็มเคไปอีกนาน,neg
ไม่อ่ะ จะไปลองแจ่วหลังมอ,neg
ยังไม่ทันไร คูปองก็หมดละ,neg
ยังหาชุดไม่ได้เลย ออเจ้า,neg
รอก้อนตอบก้อนไม่มาตอบอ่ะ,neg
เราไม่ได้เป็นสมาชิกนี่นา,neg
ลดแค่แป๊ปซี่ กินเกือบพัน,neg
ลดแล้วยังแพงเลยห่า 55555,neg
ล่าสุดแพ้ผ้าอนามัย อิสัส,neg
เลี้ยงตัวเองก่อนอะไอ้สัส,neg
โลตัสกำแพงเพชร ลดมั้ยค่ะ,neg
โลตัสพระราม4 วันที่ 17/2,neg
สปายกินละคอแห้งตอนเช้า😭,neg
สเมอร์นอฟ3ป๋องทำพิษไอสัส,neg
สาขาที่เซียไม่ร่วมรายการ,neg
สาขาอมตะ ไม่ทีกุ้งให้กิน,neg
สิงห์กินเท่าไหร่ก็ไม่เมา,neg
เสียดาย และเสียใจ 😢😢😢,neg
เสียตังกับอินนิสฟรีอีกละ,neg
แสงโสมเมาตั้งแต่ได้กลิ้น,neg
หนักกว่าป๋องดำเยอะออเจ้า,neg
หนูหายปวดท้องรึยังคะ ดุด,neg
หมดแล้วอะไรจะเร็วขนาดนี้,neg
หาร้านสะดวกซื้อยากนิดนึง,neg
เห็นคอมเม้นท์ว่าไม่อร่อย,neg
เห็นหน้าแล้ว จะกระทืบว่ะ,neg
เหล้าขาว แพงกว่าไฮเนเก้น,neg
โหนกระแส ติดต่อไปยังครับ,neg
อย่าโชว์เหนือ เสือไม่ชอบ,neg
ออเจ้า รู้แล้วว่า เกลียด,neg
อันนี้มันไม่บุฟง่ะ555555,neg
อามือพี่ลั่นไปเอง โอะโอย,neg
อินนิสฟรีนี่วนวโกแบบหลอก,neg
อิสเมอร์นอฟทำพิษกูแล้ววว,neg
อือหืออออ มันไม่ช่ายยยยย,neg
เอ็มเค. ไม่อิ่มนะราคานี้,neg
เอิ่มมม วันนี้จ่ายไป 310,neg
accord ใหม่เหมือนรถไปชนมา,neg
show dc ไม่มีตู้atmเหรอวะ,neg
ก็แค่บุหรี่ไฟฟ้าเฮ้อชีวิต,neg
กติกา show dc โคตรเหี้ยยย,neg
กบในกะลาครับ บุคคลเช่นนี้,neg
กระจอกกว้ะ จับบุหรี่ไฟฟ้า,neg
กลิ่นหงส์ทองเต็มไปหมด มึน,neg
กินง่ายเมาง่าว อันนี้แหละ,neg
กินช้างทีไรเหมือนหมาทุกที,neg
กินชาดีกว่า ได้หลายชุดเลย,neg
กินปีใหม่มา เบื่อมากกกกกก,neg
กินสิงห์ได้ป่ะ ช้างมันแรง,neg
กินสิงห์ไม่ได้ จะอ้วกตลอด,neg
กูกินปิ้งย่างไม่ได้จ๊ะ 😭,neg
กูจะเลิกดื่มน้ำสิงห์ 😂😂,neg
กูแนะนำอย่าซื้อ ysl ไม่ดี,neg
กูไม่ชอบน้ำจิ้มบาร์บีก้อน,neg
เกลียดยาริสขึ้นมาทันทีเลย,neg
ไก่เค็มไปนะครับ ไม่ชอบเลย,neg
ไก่เคเอฟซีหร่อยกว่าแมคจืด,neg
ของน้อยมาก ชูชิอ่ะ โฮมโปร,neg
ขอใบอนุญาติเป็นนักปั่นลวด,neg
ขอร้องละ ตัวหนังสือถี่จัง,neg
ขุดทางเท้าตอนห้าครึ่งอะนะ,neg
ควยวันนั้นจะพาใปแดก ใม่ใป,neg
คอมเพล็ก มันไม่มีกระทะทอง,neg
ค่าชุดก็เกิน ค่ากินละมั้ง,neg
ค่าชุดไทยแพงกว่าส่วนลด 😣,neg
ค่าชุดแพงกว่าค่ากินอิ้กกก,neg
ค่าเช่าชุดแพงกว่าที่ลดอีก,neg
คิวเอมเคนานมากอีห่า กุหิว,neg
คือมันมีบ่อย แต่ไม่พาไปไง,neg
เคมีภัณ พวกอาหารยาก็ผิดดิ,neg
เค้าปิดสาขาทั่วภาคใต้แล้ว,neg
เค้าเรียกว่าโกงได้มั้ยค่ะ,neg
โค้กกครับ ก้อนใช้ จืดสนิท,neg
งงใจแค่บุหรี่ไฟฟ้าจะยึดรถ,neg
เง้อออินนิสฟรีหรอออ อ้ากก,neg
เงิบจริง อย่างเปรี้ยววววว,neg
แง่วเพชรบูรณ์ไม่มีร่วมเลย,neg
จริงๆจ้าอีฟแซงหลุดง่ายมาก,neg
จะใช้กัญชาแทนละโทษเบากว่า,neg
จะเลิกกินสปายละ มันไม่เมา,neg
จับบุหรี่ไฟฟ้า สุดบบรรยาย,neg
แจ้ง ตัวเลข sodium ซิครับ,neg
โจมาโลนกลิ่นเฟดเรวมากเว่อ,neg
เชียงใหม่ที่ไม่มีดอยสุเทพ,neg
ใช่ ราคาแพงใป ลดราลงมาอีก,neg
ใช่อำนาจหน้าที่ในทางมิชอบ,neg
ซีคอนมันปิดปรับปรุงอ่าาาา,neg
เซ็ง ฮอทพอทเดอะมอลล์ปิดอะ,neg
โซฟีสีฟ้ากลิ่นน้ำหอมแรงไป,neg
เด๋วๆ ต้องใส่ชุดไทยอ๋ออออ,neg
เด่วนะ กานิเย่หลอกหลอนมาก,neg
เดวเผากางเกงแม่งให้หมดเรย,neg
เดี๋ยวนี้หม้อแม่งมี 4 น้ำ,neg
แดกบาบีก้อน แก้นกแม่งเง้ย,neg
แดกเบียร์เหล้ากูเอียนสปาย,neg
ตร.พูดแบบนี้ผิด ม.157มั้ย,neg
ตั้งใจไปกินแต่ของหมด #จ้ะ,neg
ตั้งรหัสผ่านไม่เห็นได้เลย,neg
ตัวหนังสืออย่างกะมดสึดดดด,neg
ตายกันตามบุหรี่ไฟฟ้าไปเลย,neg
ตำรวจยังดูดเลยบุหรี่ไฟฟ้า,neg
ตูดสวยกว่าแอคคอดชัดเจนเลย,neg
แต่ไม่กินลีโอได้มั้ยย 555,neg
ถูกต้องเยสเข้แมง่2มาตรฐาน,neg
ท้องเสียเข้ารพ ไม่ชอบแล้ว,neg
ทามไมภูเก็ตม่ายมี😥😥😥😥,neg
ทำ ANESSA หาย เสียใจมาก😢,neg
ทำไมเซโฟร่าไม่ส่งของสักที,neg
ทำไมได้น้อยเหมือนไม่ได้ลด,neg
ทำไมเบียร์ช้างมันเปรี้ยวๆ,neg
ทำไมไม่มีเสาร์-อาทิตย์ค่ะ,neg
ทำไมวีออสถังน้ำมันเล็กจัง,neg
ทำยังไงก็ไม่ชอบโฮการ์เด้น,neg
ที่แน่ๆกุเกลียดอิเทพเทือก,neg
ที่แย่สุดคือ เอมเค จืดสัด,neg
แท๊กไปงั้นแหละไม่แต่งหรอก,neg
น่าจะกับบ้านแล้ว เสียใจ😢,neg
นิสสันมองไทยเป็นตลาดรองอะ,neg
นี่ปีชงหรือซีวิคมันงอน...,neg
เน็ตหัวควยมากครับ น้องฟ้า,neg
เนื้อที่ติดเชื้อ... เอื่บ,neg
บทความที่สะท้อนหลายๆอย่าง,neg
บางจริงครับ สาขาโลตัสจรัญ,neg
บาบีก้อนเจ้าทำพี่ท้องเสีย,neg
บุหรี่ซองมึงก็ใช่สารดองศพ,neg
บุหรี่ไฟฟ้าทำให้พ่อมันตาย,neg
เบื่อคนมีคู่เด้เนาะยายจอย,neg
ประเทศเจริญเบียร์ช้างซีพี,neg
เป็นหมอ ที่ไม่มี วิสัยทัส,neg
ไปมาไม่เห็นมีโปรนี้นีครับ,neg
ไปเอายาริสไม่ดีกว่าหรอว่ะ,neg
ผักกาดขาวไม่มีแล้วหนิครับ,neg
ผ้าอนามัยคงไม่มีใครเห็นปะ,neg
พนงบาบีก้อนวันนี้เมายาหรอ,neg
พยาธิบาบิก้อนอะ น่ากัวจัง,neg
เพราะแม่งจับปรับละได้ตั้ง,neg
เพิ่งกินมา แต่ไม่ลด แม่ง!,neg
แพงจนกินไม่ลงทีเดียว 😰😰,neg
แพ้ยีสต์ เอสเคทูคงไม่ซื้อ,neg
มาสด้าจะแซงฮอนด้าอยู่แล้ว,neg
มีครับที่เเบน เเต่น้อยมาก,neg
มีปัญหาเรื่องการแซะหมูค่ะ,neg
แมงสาปปป ไม่มีกุ้งว แย่ๆๆ,neg
ไม่คุ้ม ไม่มีชุดไทย 55555,neg
ไม่ชอบกินของพวกนี้มันอ้วน,neg
ไม่ชอบใช้ลอรีเอะเหมือนกัน,neg
ไม่ดีจริง ไม่กล้าขาย ฮ่าๆ,neg
ไม่โดน ลาบาบีก้อนชั่วคราว,neg
ไม่ทัน 1000 สิทธิ์เป็นแน่,neg
ไม่มีความเผ็ดสักนิดเดียวว,neg
ไม่มีทาโกะยากิแล้วหรอคะ😢,neg
ไม่มีโปรที่โลตัสท่ายาง TT,neg
ไม่มีรสชาติอะไรเลย เสียใจ,neg
ไม่มีอีนี่แดร้กไม่อร่อยนะ,neg
ไม่เห็นเผ็ด แค่สีเข้มขึ้น,neg
ไม่เอา บีก้อนมีหนองอักเสบ,neg
ไม่เอาละแดงซ่ายังไม่หร่อย,neg
ไม่เอาแล้ว ตั้งแต่ตอนนั้น,neg
ยังรั่วน้อยกว่าหลังคา MG3,neg
ยูเบียร์ ยูแดรก ไอไม่แดรก,neg
รถฟอร์ดเกียร์ห่วยขายไปยัง,neg
รสชาติเค็มอะปรับหน่อยนะคะ,neg
ลังเลว่าอันนี้หรือ 3ce ดี,neg
ลำคานทวิตโฆษณาการ์นิเย่อะ,neg
ลืมอะ หมดตูด ไม่มีอารม ละ,neg
วันนั้นเสือกไม่ลดเน้อ 555,neg
สกัดจับบุหรี่ไฟฟ้า ไอ้สัส,neg
สงสัยต้องถ่ายรูปลงโซเชียล,neg
สาขาเซนลาดไม่ร่วมนะออเจ้า,neg
เสียดาย ไม่กินเป้บซี่ด้วย,neg
เสียดายจุง เหมียวท้องเสีย,neg
เสียดายที่ภูเก็ตปิดไปแล้ว,neg
แสงโสมไม่อร่อยเยอะ หวานไป,neg
หงส์ทองกินแล้ว เมามาย 555,neg
หงส์ทองกินแล้วภาพมันจะตัด,neg
หมอคนเดียวไอ่ห่าปกป่ะครับ,neg
หมูทะเถอะ ตอนนี้ หิวววว😭,neg
เหนแม่งห้ามโพสเหล้า งงหวะ,neg
เห็นหมูบาบีก้อนแล้วจะอ้วก,neg
เหมือนเสียงจะเบาไปน่ะครับ,neg
อยากใช้ยูเซอรีน แต่มันแพง,neg
อยากไปนะแต่กินไม่คุ้ม😬😬,neg
อย่าลืม นาวาร่าผู้เสียสละ,neg
อือๆ เบคอนไม่ติดมันเท่าไร,neg
เอ็มเควันหยุด คิวเยอะเกิน,neg
เอามาม่าติดไปด้วย ลวกแม่ง,neg
โอ้ยอยากอะ แต่ไม่มีชุดไทย,neg
ไอ่สัสบุหรี่ไฟฟ้าอันเดียว,neg
ไอเหี้ยแค่บุหรี่ไฟฟ้า ควย,neg
โฮมโปร ลพบุรี ไมไม่มี 555,neg
ไฮเนเก้นท์ ถูกกินแล้วขมคอ,neg
5555555 สถานการณ์คุ้นๆ 10%,neg
555ช่ายๆๆๆแดกเบคอนเสียหลัก,neg
กฏหมู่อยู่เหนือกฏหมายจริงๆ,neg
ก็ดีกว่ากินหงส์ทองอ่ะ 5555,neg
ก๊วนผมไม่ดื่ม ไฮเนเก้นครับ,neg
ก้อน จัดใหม่ด่วนเลย รออยู่,neg
กานีเย่นี่ล้างออกยากเชี่ยๆ,neg
กาวผ้าอนามัยคือเสื่อมหรอคะ,neg
กินเบียร์สิงห์ เมาอย่างหมา,neg
กุเกลียดสกินฟู้ด อีสัด!!!!,neg
กูว่าเลื่อนแดกเอ็มเค 55555,neg
เกียรขะพังครับนิสสันพัลซ่า,neg
ขนลุกเลย นึกถึงบีกอน มะวาน,neg
ของน้อยกว่าหมูทะข้างทางอีก,neg
ข้าวผัดแฉะมากค่ะ ยังไม่โดน,neg
คล้ายสปาย ให้พวกหัดใหม่กิน,neg
ควยเหอะ แม่งแค่บุหรี่ไฟฟ้า,neg
ค่าชุดก้อกินบาบีกอนได้ล้าว,neg
ค่าชุดแพงกว่ามันลดมั้งหน่ะ,neg
ค่าเช่าชุดแพงกว่าค่ากินอีก,neg
ค่าเช่าชุดยังไม่ได้เลย5555,neg
ค่าเช่าชุดเเพงกว่าที่ลดอีก,neg
คืนหลังสิ้นเดือนได้ไหม T_T,neg
คุยดีกว่าจับบุหรี่ไฟฟ้าอีก,neg
แค่บุหรี่ไฟฟ้า....ถ่อกกกกก,neg
ใครกันที่เสียผลประโยชน์555,neg
ใครที่ไม่ชอบรบกวนไปที่อื่น,neg
งงมาก เรดสามแก้วเริ่มเมาละ,neg
จนไม่มีตังล่ะ ขอบายก่อนเลย,neg
จนาดแค่แม็คโดนัลยังแพงเลยย,neg
จริงจังกับบุหรี่ไฟฟ้า - -*,neg
จะกินต้องใช้บัตรเรื่องเยอะ,neg
จะรีบเสือกอย่างไว รอแปรบบบ,neg
จัดกะเสียพีอยู่ไหนๆๆๆๆ5555,neg
จับทำเหี้ยอารัยบุหรี่ไฟฟ้า,neg
จ้า กุอ้วกไปแล้ว จกแม่งเลย,neg
จำกัดอายุผู้ใช้ก็ได้นิครับ,neg
ชอบตัวนี้มากกว่า anessa ละ,neg
ชาชีสเอ็มเคไม่อร่อยเลยว้อย,neg
ชาบูไงสัส หรือจะแดกช้าง!!?,neg
ชุดไทยน่าจะแพงกว่าค่าอาหาร,neg
เชี้ยย เเพ้ผ้าอนามัยอีกละ.,neg
ซื้อยากมากค่ะ แอฟเด้งตลอดๆ,neg
ดีนะเราไม่กินเบียร์ช้าง555,neg
ดีออก บ้านเราปิดไปแล้วมะ😠,neg
เดอะมอลลบางกะปิชั้น 3 ครับ,neg
ตอบแทนพี่ฟลุ๊คนะ ปัญญาอ่อน,neg
ต่อไปพวกกูจะไม่กินน้ำสิงห์,neg
แต่ผ้าอนามัยเกาหลีแบบแพงอะ,neg
แต่พี่ออยกอนแล้วท้องเสียอะ,neg
แต่มึงกินแสงโสมไม่ด๊ายยยยย,neg
โตโยต้าชวงร่างไม่ค่อยดีคับ,neg
โตโยต้ารีโวไม่ได้เรื่องเลย,neg
ถ้ากิน กินเอมเคโกลเหมาะก่า,neg
ทำเกินไปครับแค่บุหรี่ไฟฟ้า,neg
ทำไมชั้นกินสปายแล้วปวดท้อง,neg
ทำไมน้ำจิ้มไม่อร่อยเลยครับ,neg
ทำไมไม่ซื้อ Breezer มาด้วย,neg
ทำใหม่โปรนะอายุ12ก็เกินหมด,neg
ไทยแลนด์ ไทยแลนด์ ไทยแลนด์,neg
นายมันไม่บุฟเฟ่จะแดกพอหรอม,neg
น้ำหนักไม่ลงไม่ต้องกิน5555,neg
นิสสันผ่อนจนเพลียนาวาร่า..,neg
นี่ชอบกินช้างไม่ก็สิงฆ์อ่ะ,neg
เนื้อไม่น่าพอยาไส้เรานะนาง,neg
บอกตรงๆว่าไม่ถูกกับหงษ์ทอง,neg
บะหมี่เป็ดเอ็มเคเล่นกุแล้ว,neg
บัตรหมดอายุยังไม่ได้ต่อเลย,neg
บางสาขาซอสราดหมูหมดอ่าา!??,neg
บาบีก้อนรออีก37คิว อีดอกกก,neg
บุหรี่​จริงยังคุมไม่ได้เลย,neg
เบียร์ช้างขมๆๆๆๆ อร้วกๆๆๆๆ,neg
เบียร์ช้างที่ไหนขาย65บาทวะ,neg
เบียร์ช้างนี่มันแย่จริงๆนะ,neg
เบียร์ไทเกอร์ไม่โอเค ฮือๆๆ,neg
เบียร์ไทเกอร์รสชาติ”👣”มาก,neg
พนักงานหน้าบึ้ง ไม่ยิ้มเลย,neg
พรีอุส แบต ราคาสามแสนนะคับ,neg
พอแล้วนะเบียร์ช้าง. กูขยาด,neg
พิษณุโลกไม่เหงมีกับเค้าเลย,neg
พี่สั่งห้ามกินของแพงแล้วนิ,neg
แพ้ไบโอเธิร์มแน่ๆ เหน่ยจัย,neg
แพ้ผ้าอนามัยอีกแล้วควายจัด,neg
แพ้โฟมล้างหน้าอินนิสฟรี ㅠㅠ,neg
