texts,tags
บัดซบ,neg
การbullyในโรงเรียนนอกจากนร.ด้วยกันก็ครูในโรงเรียนเนี่ยแหละตัวดี(บางคน) อย่างเรียก เด็กว่าไออ้วนบ้างละ ไอดำบ้างหละ,neg
คุมให้นักเรียนเรียนวันละหลายๆวิชา ทั้งที่ชีวิตจริงแทบไม่ได้ใช้ในสิ่งที่เรียนมา,neg
นิสิตปี 3 บกพร่องทางร่างกาย ได้รับรางวัลเกรดเฉลี่ยสูงสุดของชั้นปี,pos
ได้ท็อปของภาคโว้ยย ดีใจชิบหาย,pos
ได้คะแนนที่ 1 ด้วยแหละมีความสุขมากๆเลย,pos
ได้ท๊อป,pos
ได้คะแนนสูงสุงของโรงเรียน,pos
เรียนเก่ง,pos
เรียนดี,pos
เรียนแล้วสนุก,pos
เรียนไม่เห็นสนุกตรงไหนเลย น่าเบื่อจะตาย อยากกลับบ้านทุกวันที่มาโรงเรียนเลย,neg
"เมื่อไรการเข้ามหาลัยจะเลิกเอาเกรดมาเป็นตัววัดสักทีวะ มึงควรรู้ว่าการให้เกรดแต่ละโรงเรียน ""มาตรฐาน"" ""คุณภาพ""และ ""ทัศนคติของครูที่มีต่อนักเรียน"" มันต่างกันมาก ทำไมไม่วัดที่การสอบพร้อมกันเลยจะได้รู้ว่าเจ๋งจริงมั้ย",neg
เมื่อไหร่คนไทยจะเลิกเรียกยาแก้อักเสบทั้งที่คือยาฆ่าเชื้อ เมื่อไหร่เด็กๆ จะมีการคุมกำเนิดที่ถูกต้อง,neg
ครูให้เกรดเด็กตามความเกลียดชังได้ด้วยหรอคะ?  ใครเกลียดมากก็ให้น้อย ใครเกลียดน้อยก็ให้เกรด4 งี้อ่อ,neg
ตอนพวกผู้ใหญ่เรียนก็ไม่ได้ดีนักดีหนาหนิพอเด็กเรียนไม่ได้บอกไม่เก่ง​ ไม่เรียน​ โง่​ ภาระพ่อเเม่ตอนเด็กพวกเขาทำสิ่งที่เขาด่าเรารึเปล่าหรือหนักกว่า,neg
เด็กที่เข้าร่วมถึงได้เกรด4เหรอคะ แล้วที่มันไม่เข้าร่วมแล้วทำข้อสอบนี่คืออะไร,neg
คือเหี้ยไรว่ะกูบั่บบบบ​ ไอสัสให้มา​รร.ปกติ​ เเต่เริ่มเรียน​8โมง30​ แล้วให้เลิกเรียน4โมง20? ว้อทท!!! คือเหี้ยไรอ่ะ​ ลดเวลาพักลง​ กิจกรรมเพิ่ม+การบ้านเพิ่ม+โครงงานเพิ่ม​ เพื่ออะไร? เรียนแล้วเอาโครงงานเข้ายื่นเหรอ​ เลิกช้าแบบนี้คิดว่าเด็กรู้เรื่องหรอ?,neg
ตอนอยู่โรงเรียนเก่าเคยถูกครูไม่ชอบหน้าเพียงเพราะตอบคำถามผิดหลังจากนั้นเวลาเรียนเราจะถามอะไรไม่ได้เลยเพราะครูไม่ตอบเเล้วทำเป็นไม่ได้ยิน ในใจเรางงนะเเค่ตอบคำถามผิดเราต้องโดนขนาดนี้เลยหรอ ได้เกรด1วิชานี้คนเดียวในห้องเพราะตอบคำถามผิด อืม คนเเบบนี้สมควรเป็นครูมาก,neg
คณะที่อยากเรียนอาชีพที่อยากทำ มันเป็นแค่ฝันเท่านั้นแหละ เห้อ,neg
เพื่อนหยิบหนังสือเรียนมาผิดเล่ม ครูเช็คหนังสือเรียนแล้วบอกว่าใครไม่ได้เอาหนังสือมาวันนี้ คาบหน้าให้เอามาคืนนะ เอาไว้ที่บ้านก็ไม่ได้ใช้ประโยชน์ คือ อื้ม,neg
เป็นเด็กกิจกรรมที่เข้ามากับโควต้าความสามารถพิเศษเคยมีครูพูดใส่ว่าถ้าไม่มีพวกเด็กกิจกรรมรร.ไม่รับเด็กโควต้ารร.คงจะดีกว่านี้ตอนนั้นโกรธมากนะอยากถามกลับไปว่าแล้วไม่ใช่ไอพวกเด็กกิจกรรมหรอกเหรอที่ซ้อมงกๆไปแข่งไปทำชื่อเสียงให้โรงเรียนแต่ยอมเงียบไม่พูดอะไรไม่อยากมีเรื่อง ,neg
เบื่อการศึกษาไทย,neg
เกลียดอีกฏของ รร ที่ให้ตัดผมอ่ะคือเวลามันสั้นแล้วรวบปลายผมมันจะมาที่คอแล้วเวลาก้มจดนะ มันโมโหอ่ะเข้าใจปะ,neg
ถ้าอยากได้คะเเนนเพิ่มก็ไปซื้อของมาให้ครูสิ้ เเต่ขอโทษนะคะสิ่งที่ครูให้ซื้อนั้นไม่ใช่ถูกๆนะคะ สั่งให้ซื้อกระเป๋าเเพงๆของเเพงๆนั่นนี่เพื่อเเลกคะเเนน พอไม่ซื้อก็ตัดคะเเนนกูอีก อะไรว่ะ เป็นครูได้ใงอะงง,neg
เพื่อนแม่งทำตัวเอาหน้าอาจารย์/ครู ชิบหายแล้วมันก็ได้คะแนนดี แล้วก็จะมาเรียน มาสอบเพื่อออ,neg
รู้แล้วว่าทำผิด เรายอมรับผิด แต่คุณก็ไม่ควรยืนด่าประจานต่อหน้ารุ่นน้องนะคะ แล้วคำพูดแต่ละคำที่คุณพูดออกมาเหมือนคุณจะทำให้เราไม่มีที่ยืนในสังคมไปเลยอ่ะ พ่อแม่เรายังไม่เคยชี้หน้าด่าขนาดนี้เลยนะคะ,neg
เรามีเพื่อนสนิทคนนึงดีกับเรามากๆเลย ตอนเรียนเวลาไม่เข้าใจก็สอนเรา และช่วยเราทุกอย่าง โคตรรักเพื่อนคนนี้เลย,pos
เรนนี่-ปวีณรัตน์ นักเรียนไทยเก่งสอบ IGCSE ได้คะแนนอันดับ 1 โลก,pos
"ขอแสดงความยินดีกับ ""ครูส้ม"" ที่สำเร็จการศึกษา ครุศาสตรมหาบัณฑิต สาขาบริหารการศึกษา คณะครุศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย",pos
ครูโทรหาพ่อแม่บ่อยมาก ทั้งโทรเชิญ โทรจิกโทรตาม เพราะนี่ไป รร.สายมาก แบบเพื่อนเข้าห้องแล้ว เคยสายสุด10:50น. ครูโทรหาป๊าป๊าบอกปลุกแล้ว มันไม่ตื่น ไม่รู้จะทำไงครูบอกคุณพ่อช่วยไปปลุกอีกทีได้ไหม ป๊าบอกโอเคเดี๋ยวผมงัดประตูห้องเอาน้ำสาดดูเผื่อจะตื่น,neg
ถูกครูโทรหาผู้ปกครองเพราะเรื่องต่างๆ มาสาย ไม่มาเรียน โดนด่าเป็นชุดเลย,neg
ครูโทรหาที่บ้าน,neg
อาจารย์ปล่อยผมไปปปปป ... ไม่ไหวแล้วค้าบ,neg
งานกลางคืนก็จะไป งานเรียนตอนเช้าก็ต้องมา,neg
ทำไมถึงชอบเจมส์มาร์นะเหรอ ได้ตามติดชีวิตเขา แล้วรักผู้ชายคนนี้อ่ะ เพราะเราชอบผู้ชายเก่ง เจมส์เป็นผู้ชายที่ Perfect มาก  หล่อ รวย เรียนเก่ง น่ารัก นิสัยดี,pos
จบแล้วนะคับ เกียรตินิยมอันดับ 1,pos
"สิ่งที่คน เรียนเก่ง น่าเห็นใจ คือ ""เขาจะไม่รู้เลยว่าคนที่เข้ามาหาเขา จะเข้ามาหาด้วยความจริงใจ หรือเพียงแค่ผลประโยชน์"" จนกว่าจะถึงเวลาหนึ่งซึ่งเขาตระหนักได้ แต่ถ้าเขาไม่ทำสิ่งที่คนเหล่านั้นต้องการ เขาอาจเสียสิ่งที่มันเคยเรียกว่าเพื่อน (อันจอมปลอม)ไปได้!!!",neg
เพื่อนบอกเราว่าเราคือผู้หญิงที่ครบสูตร เรียนเก่ง หัวดี เล่นดนตรีเป็น วาดรูปได้ ถ่ายรูปเป็น ทำอาหารได้,pos
เพื่อนบอกเราว่าเราคือผู้หญิงที่ครบสูตร เรียนเก่ง หัวดี เล่นดนตรีเป็น วาดรูปได้ ถ่ายรูปเป็น ทำอาหารได้ แต่ใครจะรู้ว่าเราขี้เกียจ,neg
นร.คนนึงไม่เอาหนังสือมาไล่ออกจากห้อง เเต่กลับกันลูกรักของครูไม่เอาหนังสือมา ไม่เป็นไรลูกเดินไปหยิบหนังสือหลังห้องมาดูก่อนนะ ความยุติธรรมอยู่ทีไหนหรอคะ,neg
พูดถึงการสอบของฟินแลนด์ที่ครูมักจะบอกนักเรียนล่วงหน้าก่อนนานมากเพื่อให้เตรียมตัว ที่ไทยบางทีคืออยากสอบเดินเข้ามา สอบเลย พอนักเรียนบ่นก็บอกว่าเธอควรอ่านหนังสือ ควรทบทวนบทเรียนมาก่อนแล้ว คือเดี๋ยว ไม่ได้เรียนวิชาเดียว แล้วหลังเลิกเรียนก็ไปเรียนพิเศษไง ไม่ได้ว่าง!,neg
ตอนม.1 เคยโดนครูที่ปรึกษาตัวเองบูลลี่ ตอนนั้นเราอ่อนเลขมากที่สุดในห้อง เขาก็จะประจานเราตลอดจนคนอื่นตลกแต่เราไม่ชอบ เขาสอนพิเศษด้วยและคนที่เรียนจะได้เป็นลูกรักแต่เขาไม่ให้เราเรียน ตอนบริจาครร.ก็กำหนดว่าให้เงินเท่านี้ได้เพิ่มกี่คะแนนด้วย ถึงเกษียณแล้วเราก็ยังเกลียด,neg
ไม่อยากให้มีสายการเรียน อยากให้ทุกคนได้เรียนจำนวนวิชาเหมือนกันไม่ต้องไปเน้นกลุ่มสาระอะไรเป็นหลัก และไม่ควรไปโทษตัวเด็กที่เลือกสายผิดอะ 3 ปีอะไร ๆ ก็เกิดขึ้นได้ บางคนเปลี่ยนใจตอนม.6 ก็มี,neg
มีครูโรงเรียนไหนแก้เกรดให้เด็กบ้างคะ อารมณ์แบบรักมากกกกกกก ขอที่เท่าไหร่เกรดอะไรให้หมดจ้าาาาาาาาา สังคมชั่วๆ. เห้อออน่าฟ้องร้อง,neg
สอบเสร็จสักที จะขาดใจตายอยู่แล้ว,neg
โดนเฉพาะครูแก่ๆคือตรรกะจะป่วยมาก ครูบางคนด่านักเรียนเหี้ยสัต บูลลี่หน้าตานักเรียน เพศนักเรียนนินทานักเรียนกันแบบสนุกมาก คือแบบ งง จรรยาบรรณ อยู่ไหน มีใบมั้ย กุจะแจ้ง กุจะแจ้ง,neg
เป็นโรงเรียนที่ถ้าไม่มีเพื่อนดีๆคืออยู่แล้วอยากตายมาก,neg
โรงเรียนคือส่งคนไปดูงานฟิลิปปงฟิลิปปิน ไปดูงานสิงคโปร์ ที่ภูฏาน ส่งไปทำห่าอะไรคะ แค่เอาหน้าหรอ ไม่มีปัญญาเอามาปรับปรุงพัฒนาโรงเรียนตัวเอง ฟิลิปปินมันมีกฎแตดหมาแบบนี้มั้ยคะ นี่อีก 4วันสิงคโปร์จะมาเยี่ยมโรงเรียนเราแล้ว อยากเล่าความเหี้ยทั้งหมดนี่ให้ฟังจังค่ะ อิควาย,neg
ไม่เกลียดการศึกษาไทยเท่าอีลูกรักค่ะ,neg
รรนึง เคยเป็นโรงเรียนชายล้วนเก่าที่ค่อนข้างดูดีเลยจะยึดติดกับภาพลักษณ์ภายนอกมาก ไม่เปิดร้บตุ๊ดกะเทยเลย ถึงแม้ปากจะบอกว่าไม่ได้กีดกั้นแต่แบบ ดูออกอ่ะไม่ได้อยากให้กูอยู่ มีการมาบอกอีกว่ารับเข้ามาก็บุญแล้ว เอ้า อีห่า กูต่ายตังมาเรียนมั้ย ไม่ได้เรียนฟรีซะเมื่อไหร่ละอีบ้า,neg
สำนักข่าวควรเผยแพร่มุมมองของเด็กไทยที่เรียน​หนังสือแล้วรู้สึกแย่ไม่มีความเป็นตัวของตัวเอง​ ให้เห็นถึงระบบการศึกษาที่มันแย่ลงเรื่อยๆ​ มีกฎพร่ำเพื่อเกินจำเป็น​ ค่านิยมแปลกๆต่อการเรียน​ ระบบการศึกษาที่รู้ว่ามันถอยหลังแต่ก็ยังทำ​ ควรแก้ไข้​ ควรทำออกมาเยอะๆนะคะ,neg
นี่โดนครูตัดผมเพราะโรงเรียนไม่เอากฎทรงผมของกระทรวงมาใช้ โรงเรียนนี่เป็นโรงเรียนเอกชน ชื่อเสียงค่อนข้างดี เป็นโรงเรียนในสมุทรปราการที่ใครๆก็อยากเข้า ข้างนอกดูดี แต่ข้างในคือนรกมากโดยเฉพาะตรรกะความคิดของครูและกฎแต่ละอย่างที่ไม่ทันยุคสมัย อยากเล่าให้ฟังหลายเรื่องมาก,neg
ครูท่านนึงบอกในห้องเรียนว่าลองติด 0 ดูจะได้มีประสบการณ์ใช่หรอคะ,neg
เคยถามตัวเองมั้ย? ว่าเราเรียนหนักกันไปเพื่ออะไร เคยรู้สึกมั้ย? ว่าไม่มีครูคนไหนเข้าใจเราเลย แล้วอึดอัดไหมกับกฏงี่เง่าที่โรงเรียนที่ไม่เคยถามเราว่าเราต้องการรึป่าว ทำไมรร.ต้องการแต่คนเก่ง แต่ไม่เคยสนใจว่าพวกจะเป็นยังไงบ้างเราต้องทนกับการศึกษาแบบนี้ไปอีกนานเท่าไหร่,neg
"ครูบอกว่า ""โรงเรียนเป็นเสมือนสังคมจำลอง"" แต่สังคมจำลองนั้นก็คือสังคมคุกจำลอง",neg
เพียงเลข 4 ตัวที่จะมากำหนดชีวิตเราว่าจะเป็นแบบไหน,neg
ไม่ค่อยเม็กเซ้นต์กับการเรียนเท่าไหร่อะทำไมต้องแบบจบไปเรียนหมอนะทันตะนะเภสัชนะ พอเวลามีงานเข้าอบรมที่รร.ก็จะมีแต่ห้องgiftได้เข้าดูงาน ถึงบางคนไม่ได้เก่งแต่ก็ไม่ได้แปลว่าไม่สนใจปะ,neg
บางรร.ก็แบ่งชั้นเลยนะว่าเด็กเก่งอยุ่จุดนี้เด็กไม่เก่งอยู่จุดนี้ อาจารย์ก็จะคอยแต่supportเด็กเก่ง มีไรก็เสนอเด็กเก่งตลอด แล้วเด็กห้องท้ายละ ไม่ค่อยสนใจมันก็ไม่แปลกที่เด็กจะไม่สนใจเรียน เพราะบางทีการดูแลที่ไม่ทั่วถึงของอาจารย์การแบ่งแยกเลยทำให้นร.มีปัญหา,neg
อิจฉาคนเกิดมาเรียนเก่ง,neg
พี่รหัสโอ้วเย้ มีพี่รหัส 5555 ,pos
พน สอบบบ นส แม่มอ่านไปนิดเดียวเองง,neg
ดีใจกับพี่ฟาง เรียนจบแล้ววว ไอดอลนู๋,pos
มีโมเม้นท์แฟนติวสอบให้เหมือนกันนะ แต่ติววอลเลย์พื้นฐานให้(ซ้อมในม.เกษตร)เพราะต้องสอบแล้วอ่อนกีฬาขั้นรุนแรงอย่างน่าอนาถใจ,neg
ครูสอนศิลปะโรงเรียนเรา น่ารักมาก ตอนนี้กำลังศึกษาปริญญาเอกที่มหา'ลัยจุฬาฯ,pos
Go!!,pos
Want,pos
กินๆ,pos
เครๆ,pos
งั่ม,pos
ง้ำๆ,pos
จ้ะ.,pos
จะรอ,pos
จัดๆ,pos
จ๊าบ,pos
แดกก,pos
ได้ๆ,pos
เทอๆ,pos
ปร้ะ,pos
ป่ะ​,pos
ป่ะๆ,pos
ป้ะๆ,pos
ป๊ะๆ,pos
ปะๆๆ,pos
ปะ55,pos
ปะคะ,pos
ป่ะะ,pos
ปายย,pos
ไปๆ/,pos
ไปๆๆ,pos
ไปคะ,pos
ไปปป,pos
ไปปะ,pos
ไปรึ,pos
พนนะ,pos
พนมะ,pos
ยะลา,pos
เยๆๆ,pos
รอๆๆ,pos
รอไป,pos
รอยุ,pos
ว้าว,pos
สุ้ๆ,pos
หิวๆ,pos
อบาก,pos
อิอิ,pos
อุ่น,pos
เอาๆ,pos
กินๆๆ,pos
กิน55,pos
ครูขา,pos
ควรคะ,pos
ควรไป,pos
จะกิน,pos
จัดๆๆ,pos
จัดดด,pos
จัดดิ,pos
จัดไป,pos
จัดมา,pos
เจ๋งๆ,pos
ชอบอะ,pos
ดูเด้,pos
แดกกก,pos
ได้ !,pos
ตำๆๆๆ,pos
ถูกใจ,pos
น่าสน,pos
นี้นะ,pos
โนนนน,pos
บอกไร,pos
ปะ 55,pos
ป่ะ😋,pos
ป๊ะๆๆ,pos
ป่ะสู,pos
ป่ะะะ,pos
ไปๆๆๆ,pos
ไป2คน,pos
ไปกัน,pos
ไปค่ะ,pos
ไปดิๆ,pos
ไปปปป,pos
ไปโลด,pos
ไปสี้,pos
ไปหรอ,pos
ไปไหน,pos
พร้อม,pos
พลีส.,pos
พลีสส,pos
พาไปๆ,pos
มาาาา,pos
ไม่ !,pos
ยืดดด,pos
รอคับ,pos
รอนะ❤,pos
เรสโก,pos
ไรนี้,pos
ลองๆๆ,pos
ลาเลย,pos
ลุย!!,pos
ว้าวว,pos
สนๆๆๆ,pos
สนบ่ๆ,pos
สนม่ะ,pos
สู้ๆๆ,pos
สูววว,pos
หิวๆๆ,pos
หิวนะ,pos
หิววว,pos
หิววะ,pos
หึ้ยย,pos
อยากๆ,pos
อยากก,pos
อร่อย,pos
อิออิ,pos
เออ55,pos
@ไปคะๆ,pos
😳นะๆๆ,pos
Dจัง😍,pos
กินๆๆๆ,pos
กินกัน,pos
กินชีส,pos
กินป่ะ,pos
คับผม.,pos
ค้าาาา,pos
คุณแม่,pos
เคร่ๆๆ,pos
เคร555,pos
ง้าาาา,pos
จะกินๆ,pos
จัดๆๆๆ,pos
จัดกัน,pos
จัดค่า,pos
จัดดิๆ,pos
จัดไป.,pos
จัดไปๆ,pos
จัดไปป,pos
จัดเลย,pos
จัดแอะ,pos
ใจเยนๆ,pos
ใจร้าย,pos
ชอบจัง,neg
ชอบอ่ะ,pos
ใช่ม่ะ,pos
แดกกัน,pos
แดกไหม,pos
ต้มยำๆ,pos
ถูกจัง,pos
ที่รัก,pos
น่ากิน,pos
น่ากิร,pos
น่าโดน,pos
น่าทาน,pos
น่าลอง,pos
น่าสนๆ,pos
นี้แน่,pos
ป่ะ 😍,pos
ป้ะ 29,pos
ปะ จัน,pos
ปะ!!!!,pos
ปะตั้ม,pos
ปะไปตำ,pos
ป้ะลอง,pos
ป่ะหิว,pos
ปังสุด,pos
ไป๊ๆๆๆ,pos
ไปๆๆๆๆ,pos
ไปๆๆMK,pos
ไป5555,pos
ไปกะปะ,pos
ไปกันๆ,pos
ไปกันน,pos
ไปกินๆ,pos
ไปกินน,pos
ไปคะ🍃,pos
ไปด้วย,pos
ไปดิๆๆ,pos
ไปดิวะ,pos
ไปปปปป,pos
ไปป่าว,pos
ไปสิคะ,pos
ไปเหอะ,pos
พน เลย,pos
พน.จัด,pos
ฟินค่ะ,pos
มิโสะๆ,pos
เย้ๆๆๆ,pos
รอคะๆๆ,pos
รับ รว,pos
รีบเรย,pos
เริศคะ,pos
ลงชื่อ,pos
ลองๆ☺️,pos
ลาดไหม,pos
ว้าววว,pos
สนมั้ย,pos
สนม่าย,pos
สนไหมๆ,pos
สิ้นปี,pos
สุดยอด,pos
หย่อยๆ,pos
หืวเลย,pos
หูยยยย,pos
หู้วๆๆ,pos
เหมือน,pos
อยากๆๆ,pos
อยากกก,pos
อยากไป,pos
อยากอะ,pos
อั่ยยะ,pos
อั้ยยะ,pos
อืออออ,pos
อู้ยยย,pos
เออ ไป,pos
เอิ้มม,pos
โอเคๆๆ,pos
โอเคไป,pos
343 จ้า,pos
กรี๊ดๆๆ,pos
กิน กิน,pos
กินๆๆๆๆ,pos
กินป่าว,pos
ใข่ครับ,pos
คุ้มค่า,pos
ง่าาาาา,pos
จะกินนน,pos
จัดปุยย,pos
จัดไป😜,pos
จัดไป55,pos
แจกันนน,pos
ชายคะะะ,pos
เด็ดสัส,pos
ได้ครับ,pos
ได้เสมอ,pos
ต้องจัด,pos
ต้องโดน,pos
ต้องลอง,pos
ตู้หูวว,pos
เตงงงงง,pos
แถวมอ.~,pos
ทันพอดี,pos
แทกเฉยๆ,pos
นังมิ้น,pos
น่้ากิน,pos
น่ากินๆ,pos
น่ากินน,pos
น่าโดนน,pos
น่าลองๆ,pos
น่าสนนน,pos
น่าสนนะ,pos
น่าอ่าน,pos
บวกครับ,pos
ปะ หิวว,pos
ป้ะเถอะ,pos
ป่ะล่าา,pos
ป่ะหมอก,pos
ป่ะะะะะ,pos
ปายๆๆ😂,pos
ไปๆ กทม,pos
ไปๆ กัน,pos
ไปๆๆ 🤤,pos
ไปๆๆๆ🤪,pos
ไปๆๆๆๆๆ,pos
ไปๆๆ555,pos
ไปกานนน,pos
ไปจัดคะ,pos
ไปด้วยๆ,pos
ไปด้วยย,pos
ไปดิไปๆ,pos
ไปปปปปป,pos
ไปสิ 😎,pos
พน.มั้ย,pos
พลาดเลย,pos
ฟิ้วววว,pos
มาใหม่ๆ,pos
ลองยั้ง,pos
ลุยครับ,pos
เลี้ยง?,pos
วันไหนๆ,pos
วันไหนน,pos
ว้าวๆๆๆ,pos
ว้าวววว,pos
สนม้ะะะ,pos
สนไม๊😂,pos
สั่งเลย,pos
สู้ๆคับ,pos
สู้ครับ,pos
เสาร์มะ,pos
หน้ากิน,pos
หลังสอบ,pos
หาอีกคน,pos
หิวจ้าด,pos
หิวเนอะ,pos
หึ้ม!!!,pos
หือออแอ,pos
อดๆๆๆๆๆ,pos
อยาก...,pos
อยากก😍,pos
อยากกกก,pos
อยากกิง,pos
อยากกิน,pos
อยากจิน,pos
อยากจุง,pos
อยากเด่,pos
อยากเด้,pos
อยากได้,pos
อยากอ่ะ,pos
อร่อยคะ,pos
อ้อนนนน,pos
อันนี้~,pos
อื่อหือ,pos
เอมเคไป,pos
แอบอยาก,pos
โอเค้!!,pos
โอเคคับ,pos
โอเชชชช,pos
",อยากกิน",pos
> ป่ะเรา,pos
🤔🤔😎😎,pos
🤣🤣🤣🤣,pos
🤤🤤🤤🤤,pos
😍😍😍😍,pos
😍😍😘😘,pos
🙌🏼🙌🏼,pos
555งื้ออ,pos
Only 299,pos
กรี๊ดดดด,pos
กินๆๆๆๆๆ,pos
กินจุ้งง,pos
กินนี่มะ,pos
กินป่าวๆ,pos
กินเลยๆๆ,pos
กินไหม ?,pos
ขวดสวยๆๆ,pos
ขอบคุณคะ,pos
ขอบคุณนะ,pos
ข่ะ 😁😁,pos
คือดีอ่ะ,pos
แค่15บาท,pos
งื้ออออิ,pos
จ. ชุมพร,pos
จะกินๆๆๆ,pos
จะกินนนน,pos
จะดีเราะ,pos
จัดๆ ค่ะ,pos
จัดๆ ปาย,pos
จัดๆๆๆดิ,pos
จัดๆๆเรย,pos
จัดๆไ555,pos
จัดดดดดด,pos
จัดทีดุ้,pos
จัดปาย..,pos
จัดปายยย,pos
จัดป้าวว,pos
จัดไป!!!,pos
จัดไปค่ะ,pos
จัดไปค้ะ,pos
จัดไปจ้ะ,pos
จัดไปยยย,pos
จัดมาเลย,pos
จัดเลย😘,pos
จัดเล้ยย,pos
เจ้สู้ๆๆ,pos
ชอบๆครับ,pos
ใช้ได้จะ,pos
ด้วยๆๆๆๆ,pos
ดีคับพี่,pos
ดีนะครับ,pos
ดีมากค่ะ,pos
เดะไปกัน,pos
แดกจ้าาา,pos
โดนแท้ละ,pos
ได้ๆๆค่ะ,pos
ต้องจัดๆ,pos
ต้องจัดด,pos
ต้องบูชิ,pos
ต้องไปตำ,pos
ต้องลองๆ,pos
ต้องลองง,pos
ตามดันๆๆ,pos
ติมอร่อย,pos
ถือว่าดี,pos
ทักมาค่ะ,pos
น้องว้อน,pos
นัดมา555,pos
นัดวันที,pos
นัดวันมา,pos
น่ากินนน,pos
น่ากินนะ,pos
น่ากินอะ,pos
น่าโดนนน,pos
น่ารักดี,pos
น่าสนๆ^^,pos
น่าสนใจจ,pos
น่าสนมาก,pos
น่าอร่อย,pos
น้ำลายหก,pos
นี่ไง!!!,pos
บัวไปกัน,pos
ปะกัลลลฃ,pos
ปะกินกัน,pos
ปะกินอีก,pos
ป่ะคุณสา,pos
ปะจัดเลย,pos
ปะตัวเอง,pos
ป่ะไปกัน,pos
ป้ะไปเลย,pos
ปะวันไหน,pos
ปะเวสเกต,pos
ไปๆๆๆกัน,pos
ไปๆไปกิน,pos
ไปกัน555,pos
ไปกิงกัง,pos
ไปกินกัน,pos
ไปกินกัล,pos
ไปกินป่ะ,pos
ไปกินม่ะ,pos
ไปกี่โมง,pos
ไปจัดค่า,pos
ไปจัดดดด,pos
ไปจัดไหม,pos
ไปด้วยดิ,pos
ไปด้วยนะ,pos
ไปปปปปปป,pos
ไปป่ะล่ะ,pos
ไปป่ะสาส,pos
ไปป่าวละ,pos
ไปลองไหม,pos
ไปเลยไม๊,pos
ไปวันนี้,pos
ไปสิ 555,pos
ไปสิรอไร,pos
พนไปเลยย,pos
พรุ่งนี้,pos
พาไปแหน่,pos
พี่มีนคะ,pos
พี่ยีนขา,pos
เพลินค้ะ,pos
ฟินเวอร์,pos
มานี่ๆๆๆ,pos
ม่ายๆๆๆๆ,pos
มาเร็ววว,pos
มาใหม่ๆๆ,pos
มึงงง555,pos
มึงงงงงง,pos
มึงนัดมา,pos
มึงมาาาา,pos
มื้อได??,pos
ไม่อินคะ,pos
เย้ๆๆ 😘,pos
ลุยๆ😚😚,pos
เลี้ยงกู,pos
เลี้ยงบ่,pos
แล้วค่าา,pos
วันเสาร์,pos
วันใหนดี,pos
วันไหน ๆ,pos
วันไหนดี,pos
วันไหนนน,pos
ว้าวๆๆๆๆ,pos
ว้าววววว,pos
ศุกร์ไหม,pos
สนใจจจจจ,pos
สนใจอยุ่,pos
สักวันมะ,pos
สีนี้เลย,pos
สีสวยจัง,pos
สุ้ๆๆคับ,pos
สุ้ๆคับๆ,pos
สุดเลยยย,pos
สู้ๆ 555,pos
สู่ๆครับ,pos
สู้ครับๆ,pos
สู้คับผม,pos
เสานี้นะ,pos
หยักกิงง,pos
หลังสอบบ,pos
หิวๆๆๆๆๆ,pos
หิวจุง😂,pos
หิวนะ555,pos
หิวมากกก,pos
หิวเรย55,pos
หิวเลยยย,pos
หิวววว🤣,pos
หูยยยยยย,pos
หู้ววววว,pos
แหล่มเลย,pos
อดสะมั้ง,pos
อยาก .-.,pos
อยาก😳😋,pos
อยากๆๆๆๆ,pos
อยากกกกก,pos
อยากกกิง,pos
อยากกกิน,pos
อยากกิงๆ,pos
อยากกิงง,pos
อยากกินๆ,pos
อยากกินน,pos
อยากไปนะ,pos
อยากอ่าา,pos
อย่างถูก,pos
อร่อยๆๆๆ,pos
อร่อยค่ะ,pos
อร่อยจุง,pos
อร่อยป่ะ,pos
อร่อยมาก,pos
อร่อยยยย,pos
อร่อยอ่ะ,pos
อ้วนจ๋าา,pos
อันไหนดี,pos
อาทิตนี้,pos
อิอิ 555,pos
อู๊ดเถอะ,pos
เอ็มเคไง,pos
เออ55555,pos
เอาดีๆๆๆ,pos
โอ้ววววว,pos
ฮืออออออ,pos
2ชุดจบเลย,pos
555 ว่ายุ,pos
55555 เย้,pos
Fcนาวาร่า,pos
ก็ดีนะ555,pos
ก้อยากกิน,pos
กินกันไหม,pos
กินที่ไหน,pos
กินอันนี้,pos
ของชอบใคร,pos
ขอบคุณค่ะ,pos
ขอบคุณจ้า,pos
ขอโปรโดนๆ,pos
ไข่ม้วน😆,pos
ค่ดน่ากิน,pos
เคค รอแปป,pos
จะทำไรอ่ะ,pos
จัดๆอยากๆ,pos
จัดค่าาาา,pos
จัดดดดดไป,pos
จัดด่วนๆๆ,pos
จัดบ่ครับ,pos
จัดปายยยย,pos
จัดม้ายยย,pos
จัดเลยค่ะ,pos
จัดสิรอไร,pos
จ้าคุณแม่,pos
จาไปกินนน,pos
จ้าแม่นาง,pos
เจอกันค่ะ,pos
ฉลองงงกัน,pos
ใช่ค่ะ ^^,pos
ซ้ำยังทัน,pos
ดีคับพี่ๆ,pos
ได้😃😃😄,pos
ได้ๆๆๆเยย,pos
ได้เวลา55,pos
ได้เวลาละ,pos
ต้นเดือนๆ,pos
ต้มยำ!!!!,pos
ต้มยำน้าา,pos
ต้องจัดดด,pos
ต้องไปจัด,pos
ต้องไปลอง,pos
